Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-05-24; 21:34:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:35:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:36:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:37:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:38:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 404°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:39:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:40:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:41:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:42:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:43:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:44:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:45:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:46:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:47:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:48:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:49:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:50:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:51:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:52:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:53:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:54:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:55:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:56:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:57:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:58:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:59:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:00:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:01:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:02:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 120°; 69%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:03:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 56°; 66°; 19%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:04:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 22%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:05:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 25%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:06:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 29%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:07:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 32%; 0%; 0%; 0%; 100.0%; 403°; 71°; 62°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:08:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 35%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:09:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 39%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:10:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 42%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 12°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:11:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 45%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 12°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:12:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 49%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 12°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:13:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 52%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:14:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 55%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:15:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 59%; 0%; 0%; 0%; 100.0%; 403°; 71°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:16:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 62%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:17:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 65%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:18:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 69%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:19:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:20:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:21:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:22:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:23:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 61°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:24:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:25:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:26:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:27:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:28:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:29:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:30:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:31:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:32:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:33:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:34:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:35:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:36:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:37:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 55°; 65°; 71%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:38:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:39:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 54°; 64°; 70%; 0%; 0%; 0%; 100.0%; 403°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:40:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:41:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:42:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:43:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:44:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 64°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:45:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:46:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 28°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:47:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:48:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:49:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:50:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:51:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:52:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:53:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:54:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:55:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
